Row_Id,Location,Date,Time,Fee,Instructor,Latitude,Longitude
153,"SMHCEMS Admin Building  2061 Clovis R Barker Rd, BLDG 10, San Marcos, TX, 78666",05/17/2019,6:00 PM - 8:00 PM,$0.00,Katherine Contreras,29.83314245,-97.94406088
154,"SMHCEMS Admin Building  2061 Clovis R Barker Rd, BLDG 10, San Marcos, TX, 78666",05/18/2019,9:00 AM - 11:00 AM,$0.00,Katherine Contreras,29.83314245,-97.94406088
155,"SMHCEMS Admin Building  2061 Clovis R Barker Rd, BLDG 10, San Marcos, TX, 78666",05/19/2019,2:00 PM - 4:00 PM,$0.00,Katherine Contreras,29.83314245,-97.94406088
156,"SMHCEMS Admin Building  2061 Clovis R Barker Rd, BLDG 10, San Marcos, TX, 78666",05/26/2019,2:00 PM - 4:00 PM,$0.00,Katherine Contreras,29.83314245,-97.94406088
157,"SMHCEMS Admin Building  2061 Clovis R Barker Rd, BLDG 10, San Marcos, TX, 78666",05/25/2019,9:00 AM - 11:00 AM,$0.00,Katherine Contreras,29.83314245,-97.94406088
158,"SMHCEMS Admin Building  2061 Clovis R Barker Rd, BLDG 10, San Marcos, TX, 78666",05/27/2019,6:00 PM - 8:00 PM,$0.00,Katherine Contreras,29.83314245,-97.94406088
159,"SMHCEMS Admin Building  2061 Clovis R Barker Rd, BLDG 10, San Marcos, TX, 78666",05/28/2019,6:00 PM - 8:00 PM,$0.00,Katherine Contreras,29.83314245,-97.94406088
160,"SMHCEMS Admin Building  2061 Clovis R Barker Rd, BLDG 10, San Marcos, TX, 78666",05/30/2019,6:00 PM - 8:00 PM,$0.00,Katherine Contreras,29.83314245,-97.94406088
161,"SMHCEMS Admin Building  2061 Clovis R Barker Rd, BLDG 10, San Marcos, TX, 78666",05/31/2019,6:00 PM - 8:00 PM,$0.00,Katherine Contreras,29.83314245,-97.94406088
162,"City Hall, Shoreline, Washington  17500 Midvale Ave N, Shoreline, WA, 98133",10/29/2019,10:00 AM - 11:30 AM,$0.00,Mary J. Kintner,47.75617576,-122.3442656
163,"All Saints Hospital  3801 Spring St, Racine, WI, 53405",05/15/2019,6:00 PM - 7:00 PM,$0.00,Daniel Bond,42.73366315,-87.82578545
164,"HDH-F  1602 Skipwith Road, Richmond, VA, 23229",05/09/19,6:00 PM - 8:00 PM,$0.00,Melissa L. Ferguson,37.60368507,-77.53778671
165,"Henrico Doctors Hospital  1602 Skipwith Road, Richmond, VA, 23229",05/22/2019,6:00 PM - 8:00 PM,$0.00,Melissa L. Ferguson,37.60385997,-77.54088995
166,"HDH-F  1602 Skipwith Road, Richmond, VA, 23229",06/05/19,10:00 AM - 12:00 PM,$0.00,Melissa L. Ferguson,37.60368507,-77.53778671
167,"Froedtert South- St.Catherine's Medical Center  9555 76th Street, Pleasant Prairie, WI, 53158",05/08/19,6:00 PM - 7:30 PM,$0.00,Dave Piccolo,42.56531003,-87.92431994
168,"Froedtert South- Kenosha Medical Center  6308 8th Ave, Kenosha, WI, 53143",06/12/19,6:00 PM - 7:30 PM,$0.00,Dave Piccolo,42.57755996,-87.81974001
169,"Froedtert South- St.Catherine's Medical Center  9555 76th Street, Pleasant Prairie, WI, 53158",07/10/19,6:00 PM - 7:30 PM,$0.00,Dave Piccolo,42.56531003,-87.92431994
170,"Froedtert South- Kenosha Medical Center  6308 8th Ave, Kenosha, WI, 53143",08/14/2019,6:00 PM - 7:30 PM,$0.00,Dave Piccolo,42.57755996,-87.81974001
171,"Froedtert South- St.Catherine's Medical Center  9555 76th Street, Pleasant Prairie, WI, 53158",09/11/19,6:00 PM - 7:30 PM,$0.00,Dave Piccolo,42.56531003,-87.92431994
172,"Froedtert South- Kenosha Medical Center  6308 8th Ave, Kenosha, WI, 53143",10/09/19,6:00 PM - 7:30 PM,$0.00,Dave Piccolo,42.57755996,-87.81974001
173,"Froedtert South- St.Catherine's Medical Center  9555 76th Street, Pleasant Prairie, WI, 53158",11/13/2019,6:00 PM - 7:30 PM,$0.00,Dave Piccolo,42.56531003,-87.92431994
174,"Froedtert South- Kenosha Medical Center  6308 8th Ave, Kenosha, WI, 53143",12/11/19,6:00 PM - 7:30 PM,$0.00,Dave Piccolo,42.57755996,-87.81974001
175,"Rutland Regional Medical Center Leahy Center  160 Allen St , Rutland, VT, 05701",05/23/2019,8:00 AM - 9:30 AM,$0.00,Sheena Daniell,43.59884999,-72.95545
176,"Rutland Regional Medical Center Leahy Center Conf Room D  160 Allen St, Rutland, VT, 05701",05/23/2019,4:30 PM - 6:00 PM,$0.00,Sheena Daniell,43.59884999,-72.95545
177,"Rutland Regional Medical Center Leahy Center  160 Allen St, Rutland, VT, 05701",05/23/2019,1:00 PM - 2:30 PM,$0.00,Sheena Daniell,43.59884999,-72.95545
178,"University of Vermont Medical Center, Davis Auditorium  111 Colchester Avenue, Burlington, VT, 05401",05/06/19,6:00 PM - 7:00 PM,$0.00,Christine Dillon,44.47892998,-73.19386993
179,"University of Vermont Medical Center, Davis Auditorium  111 Colchester Avenue, Burlington, VT, 05401",05/13/2019,12:00 PM - 1:00 PM,$0.00,Christine Dillon,44.47892998,-73.19386993
180,"University of Vermont Medical Center, Davis Auditorium  111 Colchester Avenue, Burlington, VT, 05401",06/10/19,12:00 PM - 1:00 PM,$0.00,Christine Dillon,44.47892998,-73.19386993
181,"Ascension Saint Michael's Hospital  900 Illinois Ave, Stevens Point, WI, 54481",05/16/2019,5:00 PM - 6:00 PM,$0.00,Jenny Blenker,44.52727999,-89.56705996
182,"Ellamore Volunteer Fire Department  Ellamore, Ellamore, WV, 26267",05/22/2019,7:00 PM - 8:30 PM,$0.00,Linda  S. Smith,38.9661579,-80.1125709
183,"WVU Robert C. Byrd Health Science Center on the campus of Berkeley Medical Center  2500 Foundation Way, Martinsburg, WV, 25401",05/23/2019,6:00 PM - 7:30 PM,$0.00,Donald L. Grubb III,39.47397887,-77.98123504
184,"Banks District Volunteer Fire Department  Rock Cave, Rock Cave, WV, 26234",05/13/2019,6:00 PM - 7:30 PM,$0.00,Linda  S. Smith,38.8378194,-80.3407221
185,"Tri-State Fire Academy  4200 Ohio River Road, Huntington, WV, 25702",05/04/19,10:00 AM - 2:00 PM,$0.00,Jennifer Murray,38.43200008,-82.36804869
186,"HCA Conroe  504 Medical Center Blvd, Conroe , TX, 77304",05/14/2019,6:00 PM - 8:00 PM,$0.00,Kris Parker,30.28430669,-95.46637337
187,"HCA Conroe  504 Medical Center Blvd, Conroe , TX, 77304",06/11/19,6:00 PM - 8:00 PM,$0.00,Kris Parker,30.28430669,-95.46637337
188,"HCA Conroe  504 Medical Center Blvd, Conroe , TX, 77304",07/09/19,6:00 PM - 8:00 PM,$0.00,Kris Parker,30.28430669,-95.46637337
189,"HCA Conroe  504 Medical Center Blvd, Conroe , TX, 77304",08/13/2019,6:00 PM - 8:00 PM,$0.00,Kris Parker,30.28430669,-95.46637337
190,"HCA Conroe  504 Medical Center Blvd, Conroe , TX, 77304",09/10/19,6:00 PM - 8:00 PM,$0.00,Kris Parker,30.28430669,-95.46637337
191,"HCA Conroe  504 Medical Center Blvd, Conroe , TX, 77304",10/08/19,6:00 PM - 8:00 PM,$0.00,Kris Parker,30.28430669,-95.46637337
192,"HCA Conroe  504 Medical Center Blvd, Conroe , TX, 77304",11/12/19,6:00 PM - 8:00 PM,$0.00,Kris Parker,30.28430669,-95.46637337
193,"HCA Conroe  504 Medical Center Blvd, Conroe , TX, 77304",12/10/19,6:00 PM - 8:00 PM,$0.00,Kris Parker,30.28430669,-95.46637337
194,"Utah Valley Hospital Sorenson Tower   395 Bulldog Blvd. Education center, Room #3, Provo, UT, 84604",08/06/19,6:00 PM - 7:00 PM,$0.00,Tina A. Dewey,40.2563768,-111.6620364
195,"Utah Valley Hospital Sorenson Tower   395 Bulldog Blvd. Education center, Room #3, Provo, UT, 84604",10/01/19,6:00 PM - 7:00 PM,$0.00,Tina A. Dewey,40.2563768,-111.6620364
196,"Utah Valley Hospital Sorenson Tower   395 Bulldog Blvd. Education center, Room #3, Provo, UT, 84604",12/03/19,6:00 PM - 7:00 PM,$0.00,Tina A. Dewey,40.2563768,-111.6620364
197,"Intermountain Medical Center  5121 South Cottonwood Street, Doty Education Cneter, Building 6, Classrooms 6-8, Murray, UT, 84107",05/07/19,11:00 AM - 12:00 PM,$0.00,Bradley J. Morris,40.66030186,-111.8937248
198,"Intermountain Medical Center  5121 Cottonwood Street, Murray, Utah 84107, Doty Education Building, West Auditorium, Murray, UT, 84107",05/21/2019,7:00 PM - 8:00 PM,$0.00,Bradley J. Morris,40.66064,-111.89141
199,"Utah Valley Hospital Sorenson Tower   395 Bulldog Blvd. Education center, Room #3, Provo, UT, 84604",05/04/19,10:00 AM - 11:00 AM,$0.00,Tina A. Dewey,40.2563768,-111.6620364
200,"Wyoming Medical Center   1233 E. Second St., Casper, WY, 82601",05/23/2019,12:00 PM - 2:00 PM,$0.00,Carolyn  E. Hacking ,42.84829996,-106.3090501
201,"Wyoming Medical Center   1233 E. Second St., Casper, WY, 82601",05/23/2019,5:30 PM - 7:20 PM,$0.00,Carolyn  E. Hacking ,42.84829996,-106.3090501
202,"F- M Ambulance  2215 18th St. S, Fargo, ND, 58103",05/31/2019,3:00 PM - 5:00 PM,$0.00,Robert J. Seifert,46.84531844,-96.81790057
203,"Methodist Corporate Location  825 S. 169th St, Omaha, NE, 68118",05/23/2019,11:30 AM - 1:00 PM,$0.00,Paula M. Smith,41.24942485,-96.17929202
204,"Hightstown Memorial Branch Library  114 Franklin St, Hightstown, NJ, 08520",06/27/2019,6:30 PM - 8:00 PM,$0.00,Nancy M. Distelcamp,40.27040771,-74.52185498
205,"Newton Medical Center (Romano Conference Center)  175 High Street, Newton, NJ, 07860",05/22/2019,7:00 PM - 10:00 PM,$0.00,Renay Durling-Grover,41.05560747,-74.76507527
206,"Health Finders  2000 Coastal Grand Cir # 520, Myrtle Beach, SC, 29577",05/16/2019,11:00 AM - 12:00 PM,$0.00,LAURA G. LUNSFORD,33.70063101,-78.92209228
207,"Cooper Medical School of Rowan University  401 S Broadway, Camden, NJ, 08103",05/22/2019,4:30 PM - 6:00 PM,$0.00,Stacey A. Staman,39.94071392,-75.11932684
208,"Tilton Fitness   1420 Route 36, Hazlet, NJ, 07730",07/11/19,6:00 PM - 7:30 PM,$0.00,Tracy A. Nerney,40.42898324,-74.1896986
209,"Logan Township Library  498 Beckett Rd, Swedesboro, NJ 08085, Logan Twp, NJ, 08085",05/16/2019,7:00 PM - 8:00 PM,$0.00,Brian Collins,39.75681751,-75.35689902
210,"Capital Health - Hamilton  1445 Whitehorse - Mercerville Rd - conference rooms 1,2 & 3, Hamilton, NJ, 08619",05/22/2019,7:30 PM - 9:00 PM,$0.00,Nancy M. Distelcamp,40.21486656,-74.69065567
211,"Carnegie Center  101 Carnegie Center - Lower Level - Einstein Room, Princeton, NJ, 08540",05/17/2019,12:00 PM - 1:30 PM,$0.00,Nancy M. Distelcamp,40.32349331,-74.64672519
212,"Hillsborough Campus  430 Waterstone Drive, Hillsborough, NC, 27278",05/20/2019,6:00 PM - 7:30 PM,$0.00,Tracey L. Farmer,36.03929445,-79.0916675
213,"Hillsborough Campus  430 Waterstone Drive, Hillsborough, NC, 27278",06/22/2019,10:00 AM - 11:30 AM,$0.00,Tracey L. Farmer,36.03929445,-79.0916675
214,"Hillsborough Campus  430 Waterstone Drive, Hillsborough, NC, 27278",07/29/2019,2:00 PM - 3:30 PM,$0.00,Tracey L. Farmer,36.03929445,-79.0916675
215,"Hillsborough Campus  430 Waterstone Drive, Hillsborough, NC, 27278",08/26/2019,6:00 PM - 7:30 PM,$0.00,Tracey L. Farmer,36.03929445,-79.0916675
216,"Hillsborough Campus  430 Waterstone Drive, Hillsborough, NC, 27278",09/21/2019,10:00 AM - 11:30 PM,$0.00,Tracey L. Farmer,36.03929445,-79.0916675
217,"Hillsborough Campus  430 Waterstone Drive, Hillsborough, NC, 27278",10/28/2019,2:00 PM - 3:30 PM,$0.00,Tracey L. Farmer,36.03929445,-79.0916675
218,"Hillsborough Campus  430 Waterstone Drive, Hillsborough, NC, 27278",11/18/2019,6:00 PM - 7:30 PM,$0.00,Tracey L. Farmer,36.03929445,-79.0916675
219,"Texas Health Plano Tower C Lobby  6200 West Parker Road, plano, TX, 75093",05/18/2019,9:00 AM - 10:30 AM,$0.00,Katherine Wright,33.04511054,-96.83702204
220,"Texas Health Plano  6200 West Parker Road Tower C Main Lobby, Plano, TX, 75093",05/18/2019,10:45 AM - 12:15 PM,$0.00,Katherine Wright,33.04511054,-96.83702204
221,"Texas Health Presbyterian Hospital Dallas  8200 Walnut Hill Lane (Beasley Conference Room), Dallas, TX, 75231",05/23/2019,11:30 AM - 12:45 PM,$0.00,Catherine L. Glenn,32.88197997,-96.76281003
222,"Classroom 1, just inside main entrance  2400 Round Rock Avenue , Round Rock, TX, 78681",05/11/19,9:30 AM - 12:00 PM,$0.00,Kristen L. Hullum,30.50882942,-97.7138451
223,"Sanford Aberdeen Medical Center  2905 3rd Ave SE, Aberdeen, SD, 57401",05/06/19,12:00 PM - 1:00 PM,$0.00,Pamela A. Fiechtner,45.46216952,-98.44647228
224,"Sanford Aberdeen Medical Center  2905 3rd Ave SE, Aberdeen, SD, 57401",05/20/2019,12:00 PM - 1:00 PM,$0.00,Pamela A. Fiechtner,45.46216952,-98.44647228
225,"Vanderbilt One Hundred Oaks  719 Thompson Lane, Nashville, TN., Nashville, TN, 37204",05/23/2019,10:00 AM - 11:00 AM,$0.00,Cathy Wilson,36.11214055,-86.76579575
226,"Vanderbilt One Hundred Oaks  719 Thompson Lane, Nashville, TN., Nashville, TN, 37204",05/23/2019,11:00 AM - 12:00 PM,$0.00,Cathy Wilson,36.11214055,-86.76579575
227,"Vanderbilt One Hundred Oaks  719 Thompson Lane, Nashville, TN., Nashville, TN, 37204",05/23/2019,12:00 PM - 1:00 PM,$0.00,Cathy Wilson,36.11214055,-86.76579575
228,"Vanderbilt One Hundred Oaks  719 Thompson Lane, Nashville, TN., Nashville, TN, 37204",05/23/2019,1:00 PM - 2:00 PM,$0.00,Cathy Wilson,36.11214055,-86.76579575
229,"TriStar Skyline Medical Center  3443 Dickerson Pike, Nashville, TN, 37207",05/23/2019,7:00 AM - 8:00 AM,$0.00,kelsey  j. palladino,36.24484777,-86.75642188
230,"TriStar Skyline Medical Center  3443 Dickerson Pike, Nashville, TN, 37207",05/23/2019,8:00 AM - 9:00 AM,$0.00,kelsey  j. palladino,36.24484777,-86.75642188
231,"TriStar Skyline Medical Center  3443 Dickerson Pike, Nashville, TN, 37207",05/23/2019,9:00 AM - 10:00 AM,$0.00,kelsey  j. palladino,36.24484777,-86.75642188
232,"TriStar Skyline Medical Center  3443 Dickerson Pike, Nashville, TN, 37207",05/23/2019,10:00 AM - 11:00 AM,$0.00,kelsey  j. palladino,36.24484777,-86.75642188
233,"TriStar Skyline Medical Center  3443 Dickerson Pike, Nashville, TN, 37207",05/23/2019,11:00 AM - 12:00 PM,$0.00,kelsey  j. palladino,36.24484777,-86.75642188
234,"TriStar Skyline Medical Center  3443 Dickerson Pike, Nashville, TN, 37207",05/23/2019,12:00 PM - 1:00 PM,$0.00,kelsey  j. palladino,36.24484777,-86.75642188
235,"TriStar Skyline Medical Center  3443 Dickerson Pike, Nashville, TN, 37207",05/23/2019,1:00 PM - 2:00 PM,$0.00,kelsey  j. palladino,36.24484777,-86.75642188
236,"TriStar Skyline Medical Center  3443 Dickerson Pike, Nashville, TN, 37207",05/23/2019,2:00 PM - 3:00 PM,$0.00,kelsey  j. palladino,36.24484777,-86.75642188
237,"TriStar Skyline Medical Center  3443 Dickerson Pike, Nashville, TN, 37207",05/23/2019,3:00 PM - 4:00 PM,$0.00,kelsey  j. palladino,36.24484777,-86.75642188
238,"TriStar Skyline Medical Center  3443 Dickerson Pike, Nashville, TN, 37207",05/23/2019,4:00 PM - 5:00 PM,$0.00,kelsey  j. palladino,36.24484777,-86.75642188
239,"TriStar Skyline Medical Center  3443 Dickerson Pike, Nashville, TN, 37207",05/23/2019,5:00 PM - 6:00 PM,$0.00,kelsey  j. palladino,36.24484777,-86.75642188
240,"TriStar Skyline Medical Center  3443 Dickerson Pike, Nashville, TN, 37207",05/23/2019,6:00 PM - 7:00 PM,$0.00,kelsey  j. palladino,36.24484777,-86.75642188
241,"Vanderbilt Medical Arts Bldg  1211 21st Ave S, Suite 336, Medical Arts Bldg, Nashville, TN, 37212",05/14/2019,9:00 AM - 10:00 AM,$0.00,Cathy Wilson,36.14082178,-86.80040407
242,"Vanderbilt Medical Arts Bldg  1211 21st Ave S, Suite 336, Medical Arts Bldg, Nashville, TN, 37212",05/14/2019,10:00 AM - 11:00 AM,$0.00,Cathy Wilson,36.14082178,-86.80040407
243,"Vanderbilt One Hundred Oaks  719 Thompson Lane, Nashville, TN., Nashville, TN, 37204",05/23/2019,2:00 PM - 3:00 PM,$0.00,Cathy Wilson,36.11214055,-86.76579575
244,"University of Tennessee Medical Center  1924 Alcoa Highway, Knoxville, TN, 37920",05/21/2019,6:00 PM - 7:30 PM,$0.00,Deborah A. Tuggle,35.94016,-83.94502
245,"University of Tennessee Medical Center  1924 Alcoa Highway, Knoxville, TN, 37920",06/18/2019,6:00 PM - 7:30 PM,$0.00,Deborah A. Tuggle,35.94016,-83.94502
246,"Farragut Town Hall  11408 Municipal Center Drive, Farragut, TN, 37934",09/19/2019,6:00 PM - 7:30 PM,$0.00,Deborah A. Tuggle,35.87886,-84.16082998
247,"HCA Conroe Conference Center  504 Medical Center Blvd, Conroe, TX, 77304",05/10/19,1:00 PM - 3:00 PM,$0.00,Kris Parker,30.28430669,-95.46637337
248,"HCA Conroe Conference Center  504 Medical Center Blvd, Conroe , TX, 77304",05/10/19,9:00 AM - 11:00 AM,$0.00,Kris Parker,30.28430669,-95.46637337
249,"Texas Department of Public Safety (DPS) Region 2 Headquarters  12230 West Road, Jersey Village, TX, 77065",05/18/2019,8:00 AM - 10:00 AM,$0.00,Sarah B. Abbott,29.90266435,-95.59725534
250,"Texas Department of Public Safety (DPS) Region 2 Headquarters  12230 West Road, Jersey Village, TX, 77065",05/18/2019,10:30 AM - 12:30 PM,$0.00,Sarah B. Abbott,29.90266435,-95.59725534
251,"St. Mark's Hospital-Women's Pavilion-Lamb Auditorium (2nd Floor of Women's Pavilion)  1140 East 3900 South, Salt Lake City, UT, 84124",11/19/2019,6:00 PM - 7:15 PM,$0.00,Brittni Clark,40.68702752,-111.8578005
252,"St. Mark's Hospital-Women's Pavilion-Lamb Auditorium (2nd Floor of Women's Pavilion)  1140 East 3900 South, Salt Lake City, UT, 84124",10/15/2019,6:00 PM - 7:15 PM,$0.00,Brittni Clark,40.68702752,-111.8578005
253,"St. Mark's Hospital-Women's Pavilion-Lamb Auditorium (2nd Floor of Women's Pavilion)  1140 East 3900 South, Salt Lake City, UT, 84124",09/17/2019,6:00 PM - 7:15 PM,$0.00,Brittni Clark,40.68702752,-111.8578005
254,"St. Mark's Hospital-Women's Pavilion-Lamb Auditorium (2nd Floor of Women's Pavilion)  1140 East 3900 South, Salt Lake City, UT, 84124",08/20/2019,6:00 PM - 7:15 PM,$0.00,Brittni Clark,40.68702752,-111.8578005
255,"St. Mark's Hospital-Women's Pavilion-Lamb Auditorium (2nd Floor of Women's Pavilion)  1140 East 3900 South, Salt Lake City, UT, 84124",07/16/2019,6:00 PM - 7:15 PM,$0.00,Brittni Clark,40.68702752,-111.8578005
256,"St. Mark's Hospital-Women's Pavilion-Lamb Auditorium (2nd Floor of Women's Pavilion)  1140 East 3900 South, Salt Lake City, UT, 84124",06/18/2019,6:00 PM - 7:15 PM,$0.00,Brittni Clark,40.68702752,-111.8578005
257,"St. Mark's Hospital-Classroom 1J (By Emergency Room Entrance)  1200 East 3900 South, Salt Lake City, UT, 84124",05/14/2019,6:00 PM - 7:15 PM,$0.00,Brittni Clark,40.6869869,-111.8567421
258,"Brigham City Community Hospital  950 South Medical Drive, Brigham City, UT, 84302",05/23/2019,6:00 PM - 7:30 PM,$0.00,Chelsie A. Clayburn,41.49116891,-112.0243605
259,"St. Mary's  5801 Bremo Road, Richmond , VA, 23226",05/09/19,3:00 PM - 5:00 PM,$0.00,Katie Smith,37.58393127,-77.51375624
260,"St. Mary's  5801 Bremo Road, Richmond, VA, 23226",05/10/19,7:30 AM - 9:30 AM,$0.00,Katie Smith,37.58393127,-77.51375624
261,"University Health System - Cypress Room (1st floor main lobby)   4502 Medical Drive , San Antonio, TX, 78229",07/01/19,4:00 PM - 5:00 PM,$0.00,TaTaka Perry-Johnson,29.50998302,-98.57909939
262,"University Health System - Cypress Room (1st floor main lobby)   4502 Medical Drive , San Antonio, TX, 78229",10/07/19,4:00 PM - 5:00 PM,$0.00,TaTaka Perry-Johnson,29.50998302,-98.57909939
263,"DHR Rehab Conference Room  5501 S. McColl Rd., Edinburg, TX, 78539",05/30/2019,5:30 PM - 7:00 PM,$0.00,Jennifer  Volcy,26.25383652,-98.20392302
264,"University Health System- Cyress Room  4502 Medical Drive, San Antonio, TX, 78229",05/28/2019,4:00 PM - 5:00 PM,$0.00,TaTaka Perry-Johnson,29.50998302,-98.57909939
265,"St. Joseph Medical Center  1401 St. Joseph Parkway, Houston, TX, 77002",05/10/19,7:30 AM - 9:00 AM,$0.00,Elizabeth C. Rothrock,29.74708005,-95.36631997
266,"St. Joseph Medical Center  1401 St. Joseph Parkway, Houston, TX, 77002",05/10/19,1:00 PM - 2:00 PM,$0.00,Elizabeth C. Rothrock,29.74708005,-95.36631997
267,"Texoma Medical Center- Conference Rooms 1 & 2  5016 S. US Hwy 75 , Denison, TX, 75076",05/23/2019,3:30 PM - 5:30 PM,$0.00,Emily A. Johnson,33.70975,-96.58559
268,"Texoma Medical Center- Conference Rooms 1 & 2  5016 S. US HWY 75, Denison, TX, 75020",05/23/2019,6:00 PM - 8:00 PM,$0.00,Emily A. Johnson,33.70975,-96.58559
269,"EvergreenHealth Monroe  14701 179th Ave SE, Monroe, WA, 97272",06/11/19,6:00 PM - 8:00 PM,$0.00,Vince Reynolds,47.86370002,-121.9896999
270,"EvergreenHealth Monroe  14701 179th Ave SE, Monroe, WA, 97272",05/14/2019,6:00 PM - 8:00 PM,$0.00,Vince Reynolds,47.86370002,-121.9896999
271,"EvergreenHealth Monroe  14701 179th Ave SE, Monroe, WA, 97272",07/09/19,6:00 PM - 8:00 PM,$0.00,Vince Reynolds,47.86370002,-121.9896999
272,"Overlake Medical Center  1035 116th Ave NE, Bellevue, WA, 98004",06/06/19,6:30 PM - 8:30 PM,$0.00,Karen A. Kettner,47.62075992,-122.18656
273,"Station 81   6117 S Palouse Hwy, Spokane, WA, 99223",05/18/2019,9:30 AM - 12:00 PM,$0.00,Denise C. McCurdy,47.59779939,-117.3520733
274,"Station 81   6117 S Palouse Hwy, Spokane, WA, 99223",08/10/19,9:30 AM - 12:00 PM,$0.00,Denise C. McCurdy,47.59779939,-117.3520733
275,"Station 81   6117 S Palouse Hwy, Spokane, WA, 99223",11/09/19,9:30 AM - 12:00 PM,$0.00,Denise C. McCurdy,47.59779939,-117.3520733
276,"Sacred Heart Medical Center - Mother Gamelin Building Elizabeth  20 W 9th ave, Spokane , WA, 99220",06/10/19,5:00 PM - 7:00 PM,$0.00,Denise C. McCurdy,47.64722419,-117.4115363
277,"Sacred Heart Medical Center - Mother Gamelin Building Elizabeth  20 W 9th ave, Spokane , WA, 99220",07/08/19,5:00 PM - 7:00 PM,$0.00,Denise C. McCurdy,47.64722419,-117.4115363
278,"Sacred Heart Medical Center - Mother Gamelin Building Elizabeth  20 W 9th ave, Spokane , WA, 99220",08/12/19,5:00 PM - 7:00 PM,$0.00,Denise C. McCurdy,47.64722419,-117.4115363
279,"Sacred Heart Medical Center - Mother Gamelin Building Elizabeth  20 W 9th ave, Spokane , WA, 99220",09/09/19,5:00 PM - 7:00 PM,$0.00,Denise C. McCurdy,47.64722419,-117.4115363
280,"Sacred Heart Medical Center - Mother Gamelin Building Elizabeth  20 W 9th ave, Spokane , WA, 99220",10/14/2019,5:00 PM - 7:00 PM,$0.00,Denise C. McCurdy,47.64722419,-117.4115363
281,"Sacred Heart Medical Center - Mother Gamelin Building Elizabeth  20 W 9th ave, Spokane , WA, 99220",11/11/19,5:00 PM - 7:00 PM,$0.00,Denise C. McCurdy,47.64722419,-117.4115363
282,"Sacred Heart Medical Center - Mother Gamelin Building Elizabeth  20 W 9th ave, Spokane , WA, 99220",12/09/19,5:00 PM - 7:00 PM,$0.00,Denise C. McCurdy,47.64722419,-117.4115363
283,"Sacred Heart Medical Center - Mother Gamelin Building Elizabeth  20 W 9th ave, Spokane , WA, 99220",05/13/2019,5:00 PM - 7:00 PM,$0.00,Denise C. McCurdy,47.64722419,-117.4115363
284,"EvergreenHealth Medical Center  12040 NE 128th Street, Kirkland, WA, 98034",05/23/2019,7:00 PM - 9:00 PM,$0.00,Barbara A. Jensen,47.71553007,-122.17975
285,"EvergreenHealth Medical Center  12040 NE 128th Street, Kirkland, WA, 98034",07/25/2019,7:00 PM - 9:00 PM,$0.00,Barbara A. Jensen,47.71553007,-122.17975
286,"EvergreenHealth Medical Center  12040 NE 128th Street, Kirkland, WA, 98034",09/26/2019,7:00 PM - 9:00 PM,$0.00,Barbara A. Jensen,47.71553007,-122.17975
287,"EvergreenHealth Medical Center  12040 NE 128th Street, Kirkland, WA, 98034",11/21/2019,7:00 PM - 9:00 PM,$0.00,Barbara A. Jensen,47.71553007,-122.17975
288,"Island Hospital  1211 24th Street, Anacortes, WA, 98221",05/17/2019,2:00 PM - 4:00 PM,$0.00,Lisa Edwards,48.50240997,-122.61564
289,"Reston Hospital Center  Pavilion 2, Classroom A, Reston, VA, 20190",06/29/2019,9:00 AM - 11:00 AM,$0.00,Luther B. Surface,38.9490156,-77.3122201
290,"Suite 110 (Natural Birthing Center Classroom)  44045 Riverside Pkwy, Leesburg, VA, 20176",05/07/19,6:00 PM - 7:30 PM,$0.00,Jordan Tyczka,39.07530949,-77.47551932
291,"Centra Virginia Center for SImulation   905 Lakeside Dr, Lynchburg , VA, 24501",05/09/19,5:30 PM - 7:30 PM,$0.00,Kelly L. Brown,37.40531264,-79.16960726
292,"Hylton Education Center  2300 Opitz Blvd , Woodbridge , VA, 22191",05/16/2019,6:00 PM - 7:30 PM,$0.00,Dynette  L. Rombough,38.63718,-77.28633
293,"Hylton Education Center  2300 Opitz Blvd , Woodbridge , VA, 22191",06/20/2019,6:00 PM - 7:30 PM,$0.00,Dynette  L. Rombough,38.63718,-77.28633
294,"Hylton Education Center  2300 Opitz Blvd , Woodbridge , VA, 22191",07/18/2019,6:00 PM - 7:30 PM,$0.00,Dynette  L. Rombough,38.63718,-77.28633
295,"Hylton Education Center  2300 Opitz Blvd , Woodbridge , VA, 22191",08/15/2019,6:00 PM - 7:30 PM,$0.00,Dynette  L. Rombough,38.63718,-77.28633
296,"Hylton Education Center  2300 Opitz Blvd , Woodbridge , VA, 22191",09/19/2019,6:00 PM - 7:30 PM,$0.00,Dynette  L. Rombough,38.63718,-77.28633
297,"Hylton Education Center  2300 Opitz Blvd , Woodbridge , VA, 22191",10/17/2019,6:00 PM - 7:30 PM,$0.00,Dynette  L. Rombough,38.63718,-77.28633
298,"Hylton Education Center  2300 Opitz Blvd , Woodbridge , VA, 22191",11/21/2019,6:00 PM - 7:30 PM,$0.00,Dynette  L. Rombough,38.63718,-77.28633
299,"Hylton Education Center  2300 Opitz Blvd , Woodbridge , VA, 22191",12/19/2019,6:00 PM - 7:30 PM,$0.00,Dynette  L. Rombough,38.63718,-77.28633
